"","code","employmentStatus","countryOfResidence","gender","age","income","customerType","joinDate","isCustomerAtMost6MonthOld","seniority","isPrimaryCustomer","customerTypeFirstMonth","customerRelationTypeFirstMonth","customerResidenceIndex","customerForeignIndex","channelOfJoin","deceasedIndex","customerAddrProvinceName","isCustomerActive","product"
"634","1050367.0","N","ES","V",26,59781.45,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\CACERES\","0","[1,2,3]"
"635","1050347.0","N","ES","V",28,99070.8,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\ZAMORA\","0","[1,2,3]"
"636","1050348.0","N","ES","H",22,156591.21,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHD","N","\BARCELONA\","0","[1,2,3]"
"637","1050350.0","N","ES","V",23,376945.77,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\MADRID\","1","[1,2,3]"
"640","1050352.0","N","ES","H",22,92888.67,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHD","N","\BARCELONA\","0","[1,2,3]"
"641","1050355.0","N","ES","V",23,55838.19,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\LUGO\","1","[1,2,3]"
"642","1050356.0","N","ES","H",26,117751.38,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\CUENCA\","1","[1,2,3]"
"644","1050357.0","N","ES","H",24,230417.04,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\MADRID\","0","[1,2,3]"
"645","1050359.0","N","ES","H",25,83893.08,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\CORUÑA"," A\","0"
"647","1050360.0","N","ES","H",84,113431.5,"01 - TOP","2012-08-10",0,35,1,1,"A","S","N","KFA","N","\MADRID\","1","[1,2,3]"
"648","1050362.0","N","ES","H",23,91694.46,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\CUENCA\","0","[1,2,3]"
"649","1050363.0","N","ES","V",32,38141.19,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"650","1050364.0","N","ES","V",23,80772.33,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"651","1050365.0","N","ES","H",26,69380.91,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\LUGO\","1","[1,2,3]"
"653","1050358.0","N","ES","V",31,70641.48,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\MADRID\","1","[1,2,3]"
"654","1050947.0","N","ES","V",23,99717.06,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"A","S","N","KHE","N","\PONTEVEDRA\","1","[1,2,3]"
"655","1050948.0","N","ES","H",24,78176.22,"03 - UNIVERSITARIO","2012-08-10",0,35,1,1,"I","S","N","KHE","N","\PONTEVEDRA\","1","[1,2,3]"
"657","1051879.0","N","ES","V",22,84704.07,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\ALBACETE\","0","[1,2,3]"
"658","1051882.0","N","ES","H",22,103076.34,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHD","N","\MADRID\","1","[1,2,3]"
"659","1051884.0","N","ES","V",22,139467.39,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\ALBACETE\","0","[1,2,3]"
"661","1051894.0","N","ES","V",22,119864.73,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHD","N","\ZARAGOZA\","1","[1,2,3]"
"662","1051896.0","N","ES","H",22,91111.2,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\CUENCA\","0","[1,2,3]"
"663","1051902.0","N","ES","H",22,97986.15,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHD","N","\HUESCA\","1","[1,2,3]"
"665","1051906.0","N","ES","H",22,85266.24,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\CUENCA\","0","[1,2,3]"
"666","1051908.0","N","ES","H",22,254588.58,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\SALAMANCA\","0","[1,2,3]"
"668","1051912.0","N","ES","H",22,41530.23,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\TOLEDO\","0","[1,2,3]"
"669","1051913.0","N","ES","H",22,65884.65,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\MALAGA\","0","[1,2,3]"
"670","1051914.0","N","ES","H",22,82090.38,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\CUENCA\","0","[1,2,3]"
"671","1051916.0","N","ES","H",22,96957.12,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHD","N","\PONTEVEDRA\","1","[1,2,3]"
"672","1051878.0","N","ES","H",22,147710.19,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHD","N","\ALICANTE\","1","[1,2,3]"
"673","1051919.0","N","ES","V",22,58038.87,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\MALAGA\","0","[1,2,3]"
"674","1051876.0","N","ES","H",22,71335.14,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\ALBACETE\","1","[1,2,3]"
"675","1051872.0","N","ES","V",22,13560.12,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\SALAMANCA\","0","[1,2,3]"
"676","1051842.0","N","ES","V",50,104492.67,"02 - PARTICULARES","2012-08-14",0,35,1,1,"A","S","N","KAT","N","\ALICANTE\","1","[1,2,3]"
"677","1051843.0","N","ES","H",32,109113.15,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"A","S","S","KFC","N","\MADRID\","1","[1,2,3]"
"678","1051847.0","N","ES","H",22,193866.12,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"I","S","N","KHD","N","\LERIDA\","1","[1,2,3]"
"679","1051851.0","N","ES","V",15,487858.47,"02 - PARTICULARES","2012-08-14",0,35,1,1,"A","S","N","KFA","N","\MADRID\","1","[1,2,3]"
"680","1051852.0","N","ES","H",12,487858.47,"02 - PARTICULARES","2012-08-14",0,35,1,1,"A","S","N","KFA","N","\MADRID\","1","[1,2,3]"
"681","1051853.0","N","ES","H",8,487858.47,"02 - PARTICULARES","2012-08-14",0,35,1,1,"A","S","N","KFA","N","\MADRID\","1","[1,2,3]"
"682","1051854.0","N","ES","H",6,263826.03,"02 - PARTICULARES","2012-08-15",0,35,1,1,"A","S","N","KFC","N","\MADRID\","1","[1,2,3]"
"683","1051857.0","N","ES","V",22,50061.15,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHE","N","\VALLADOLID\","1","[1,2,3]"
"684","1051858.0","N","ES","V",22,91678.05,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHE","N","\VALLADOLID\","1","[1,2,3]"
"685","1051861.0","N","ES","V",30,70087.98,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHE","N","\VALLADOLID\","1","[1,2,3]"
"686","1051862.0","N","ES","V",22,55927.71,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\BARCELONA\","0","[1,2,3]"
"687","1051864.0","N","ES","H",22,78466.77,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHE","N","\VALLADOLID\","1","[1,2,3]"
"688","1051865.0","N","ES","V",22,67057.44,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\ALBACETE\","1","[1,2,3]"
"689","1051867.0","N","ES","V",22,61225.59,"03 - UNIVERSITARIO","2012-08-20",0,35,1,1,"I","S","N","KHE","N","\VALLADOLID\","0","[1,2,3]"
"690","1051868.0","N","ES","V",22,105883.14,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\ALBACETE\","1","[1,2,3]"
"691","1051874.0","N","ES","H",22,56317.65,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHD","N","\ZAMORA\","1","[1,2,3]"
"692","1051840.0","N","ES","H",42,198016.17,"02 - PARTICULARES","2012-10-10",0,33,1,1,"I","S","N","KAT","N","\HUELVA\","0","[1,2,3]"
"693","1051920.0","N","ES","V",83,242314.05,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","N","KFA","N","\MADRID\","1","[1,2,3]"
"694","1051924.0","N","ES","V",22,57191.25,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\OURENSE\","1","[1,2,3]"
"696","1051973.0","N","ES","H",22,98444.22,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHD","N","\HUESCA\","1","[1,2,3]"
"698","1051981.0","N","ES","V",22,37393.35,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHD","N","\ZARAGOZA\","1","[1,2,3]"
"700","1051989.0","N","ES","V",22,83473.26,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHD","N","\SALAMANCA\","1","[1,2,3]"
"701","1051993.0","N","ES","H",22,67195.53,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\AVILA\","1","[1,2,3]"
"702","1051995.0","N","ES","H",22,82592.64,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHD","N","\CADIZ\","1","[1,2,3]"
"703","1051997.0","N","ES","V",22,224768.04,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\BURGOS\","0","[1,2,3]"
"704","1051999.0","N","ES","H",22,92801.31,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"A","S","N","KHD","N","\SALAMANCA\","1","[1,2,3]"
"705","1052003.0","N","ES","H",22,86581.56,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHD","N","\CORDOBA\","1","[1,2,3]"
"706","1052007.0","N","ES","H",22,33257.61,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\CORDOBA\","0","[1,2,3]"
"707","1052011.0","N","ES","V",22,98458.2,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\SALAMANCA\","1","[1,2,3]"
"708","1052013.0","N","ES","V",22,116323.89,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\SALAMANCA\","1","[1,2,3]"
"709","1052017.0","N","ES","H",22,84762.48,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHD","N","\SALAMANCA\","1","[1,2,3]"
"710","1051968.0","N","ES","H",47,89232.39,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","N","KFA","N","\MADRID\","1","[1,2,3]"
"711","1051922.0","N","ES","V",22,124670.88,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHE","N","\VALLADOLID\","1","[1,2,3]"
"712","1051966.0","N","ES","V",22,45705.18,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\HUESCA\","1","[1,2,3]"
"713","1051962.0","N","ES","V",22,159339.54,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\SEVILLA\","0","[1,2,3]"
"714","1051927.0","N","ES","V",22,129535.32,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\MALAGA\","0","[1,2,3]"
"715","1051929.0","N","ES","H",22,68217.39,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHD","N","\CUENCA\","1","[1,2,3]"
"716","1051931.0","N","ES","H",22,83267.67,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\MADRID\","0","[1,2,3]"
"717","1051935.0","N","ES","H",22,33953.28,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\CUENCA\","0","[1,2,3]"
"718","1051937.0","N","ES","V",22,65629.74,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\CUENCA\","0","[1,2,3]"
"719","1051939.0","N","ES","V",22,206651.22,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHE","N","\SALAMANCA\","1","[1,2,3]"
"720","1051940.0","N","ES","H",22,131947.53,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\CORDOBA\","0","[1,2,3]"
"721","1051944.0","N","ES","H",22,90231,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\CORDOBA\","0","[1,2,3]"
"722","1051946.0","N","ES","H",22,60791.22,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\CORDOBA\","0","[1,2,3]"
"723","1051948.0","N","ES","H",22,101694.57,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\SALAMANCA\","0","[1,2,3]"
"725","1051954.0","N","ES","V",22,33993.15,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\CADIZ\","1","[1,2,3]"
"726","1051956.0","N","ES","V",22,57754.05,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\BARCELONA\","0","[1,2,3]"
"727","1051958.0","N","ES","V",22,54758.25,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\TOLEDO\","0","[1,2,3]"
"728","1051960.0","N","ES","V",22,31363.11,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\CORDOBA\","0","[1,2,3]"
"729","1051964.0","N","ES","H",22,75774.93,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\CORDOBA\","0","[1,2,3]"
"731","1051839.0","N","ES","H",77,56336.46,"02 - PARTICULARES","2012-08-14",0,35,1,1,"A","S","N","KAT","N","\MADRID\","1","[1,2,3]"
"732","1051835.0","N","ES","V",29,79954.89,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"I","S","N","KFC","N","\LERIDA\","0","[1,2,3]"
"733","1051701.0","N","ES","H",22,90746.82,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"I","S","N","KHD","N","\VALENCIA\","0","[1,2,3]"
"734","1051703.0","N","ES","H",22,43241.88,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"I","S","N","KHD","N","\BADAJOZ\","0","[1,2,3]"
"735","1051705.0","N","ES","H",22,150626.49,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"I","S","N","KHD","N","\BADAJOZ\","0","[1,2,3]"
"736","1051707.0","N","ES","H",22,119190.72,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"I","S","N","KHD","N","\BADAJOZ\","0","[1,2,3]"
"737","1051711.0","N","ES","H",24,46930.26,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"I","S","N","KHD","N","\CORUÑA"," A\","0"
"739","1051712.0","N","ES","V",22,80110.62,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"I","S","N","KHD","N","\BADAJOZ\","0","[1,2,3]"
"740","1051716.0","N","ES","V",22,60994.5,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"A","S","N","KHD","N","\CORUÑA"," A\","1"
"742","1051718.0","N","ES","H",22,20717.58,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"I","S","N","KHD","N","\HUELVA\","0","[1,2,3]"
"744","1051721.0","N","ES","H",22,30534.99,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"I","S","N","KHD","N","\ALBACETE\","0","[1,2,3]"
"745","1051725.0","N","ES","V",54,218032.65,"01 - TOP","2012-08-14",0,35,1,1,"A","S","N","KFA","N","\MADRID\","1","[1,2,3]"
"746","1051726.0","N","ES","H",22,102281.22,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"I","S","N","KHD","N","\TOLEDO\","0","[1,2,3]"
"747","1051727.0","N","ES","H",22,22459.32,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"I","S","N","KHD","N","\CUENCA\","1","[1,2,3]"
"748","1051729.0","N","ES","H",22,82412.61,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"A","S","N","KHD","N","\CADIZ\","1","[1,2,3]"
"752","1051697.0","N","ES","H",22,211263.27,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"I","S","N","KHD","N","\SEVILLA\","0","[1,2,3]"
"753","1051695.0","N","ES","H",25,229315.08,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"A","S","N","KHD","N","\CORUÑA"," A\","1"
"755","1051667.0","N","ES","V",25,150327.21,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"I","S","N","KHE","N","\CACERES\","0","[1,2,3]"
"756","1051670.0","N","ES","H",22,151491.42,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"I","S","N","KHD","N","\BARCELONA\","0","[1,2,3]"
"757","1051672.0","N","ES","V",22,76991.19,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"I","S","N","KHD","N","\CADIZ\","0","[1,2,3]"
"758","1051674.0","N","ES","H",23,256174.92,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"I","S","N","KHD","N","\BARCELONA\","0","[1,2,3]"
"759","1051676.0","N","ES","V",22,62869.77,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"A","S","N","KHD","N","\BURGOS\","1","[1,2,3]"
"760","1051677.0","N","ES","V",22,52921.38,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"I","S","N","KHD","N","\CIUDAD REAL\","0","[1,2,3]"
"761","1051679.0","N","ES","H",22,67710.57,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"I","S","N","KHD","N","\LERIDA\","0","[1,2,3]"
"762","1051682.0","N","ES","V",22,259360.08,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"I","S","N","KHD","N","\LERIDA\","0","[1,2,3]"
"764","1051686.0","N","ES","H",22,128063.64,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"I","S","N","KHD","N","\SEVILLA\","0","[1,2,3]"
"765","1051688.0","N","ES","V",22,65752.92,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"I","S","N","KHD","N","\LERIDA\","1","[1,2,3]"
"766","1051690.0","N","ES","H",22,20717.58,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"I","S","N","KHD","N","\HUELVA\","0","[1,2,3]"
"767","1051691.0","N","ES","V",22,104613.54,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"I","S","N","KHD","N","\VALLADOLID\","0","[1,2,3]"
"768","1051692.0","N","ES","H",25,178799.7,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"I","S","N","KHD","N","\CORUÑA"," A\","0"
"770","1051693.0","N","ES","H",22,34580.58,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"I","S","N","KHD","N","\PONTEVEDRA\","0","[1,2,3]"
"771","1051696.0","N","ES","V",23,134398.02,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"I","S","N","KHD","N","\CORUÑA"," A\","1"
"773","1051836.0","N","ES","V",32,57131.28,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"A","S","N","KFC","N","\LEON\","1","[1,2,3]"
"775","1051748.0","N","ES","H",22,58776.45,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"I","S","N","KHD","N","\ALBACETE\","1","[1,2,3]"
"776","1051794.0","N","ES","V",33,93841.86,"02 - PARTICULARES","2012-08-14",0,35,1,1,"A","S","N","KFC","N","\MALAGA\","1","[1,2,3]"
"777","1051796.0","N","ES","V",24,118359.84,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"A","S","N","KAT","N","\MADRID\","0","[1,2,3]"
"778","1051798.0","N","ES","V",28,41642.46,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"A","S","N","KFC","N","\LEON\","1","[1,2,3]"
"779","1051799.0","N","ES","H",23,54342.24,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"A","S","N","KFC","N","\BADAJOZ\","1","[1,2,3]"
"782","1051805.0","N","ES","V",44,136867.56,"02 - PARTICULARES","2012-08-14",0,35,1,1,"A","S","N","KFC","N","\BARCELONA\","1","[1,2,3]"
"783","1051809.0","N","ES","H",34,116288.25,"02 - PARTICULARES","2012-08-14",0,35,1,1,"I","S","N","KFC","N","\MADRID\","0","[1,2,3]"
"784","1051816.0","N","ES","H",35,59823.12,"02 - PARTICULARES","2012-08-14",0,35,1,1,"I","S","N","KFC","N","\GRANADA\","0","[1,2,3]"
"786","1051824.0","N","ES","V",30,41327.16,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"A","S","N","KFC","N","\ALICANTE\","1","[1,2,3]"
"787","1051826.0","N","ES","V",23,67094.91,"02 - PARTICULARES","2012-08-14",0,35,1,1,"A","S","N","KFC","N","\JAEN\","1","[1,2,3]"
"788","1051827.0","N","ES","H",33,126568.95,"02 - PARTICULARES","2012-08-14",0,35,1,1,"A","S","N","KFC","N","\MADRID\","1","[1,2,3]"
"789","1051831.0","N","ES","V",23,87606.66,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"A","S","N","KFC","N","\ASTURIAS\","1","[1,2,3]"
"790","1051832.0","N","ES","V",54,75581.31,"02 - PARTICULARES","2012-08-14",0,35,1,1,"A","S","N","KFC","N","\PALENCIA\","1","[1,2,3]"
"791","1051833.0","N","ES","V",35,68036.19,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"A","S","N","KFC","N","\RIOJA"," LA\","1"
"793","1051793.0","N","ES","V",44,80370.33,"02 - PARTICULARES","2012-08-14",0,35,1,1,"I","S","N","KFC","N","\SANTA CRUZ DE TENERIFE\","0","[1,2,3]"
"795","1051791.0","N","ES","V",27,30685.32,"02 - PARTICULARES","2012-08-14",0,35,1,1,"A","S","N","KFC","N","\TOLEDO\","0","[1,2,3]"
"796","1051788.0","N","ES","V",39,184968.3,"02 - PARTICULARES","2012-08-14",0,35,1,1,"A","S","N","KFC","N","\SALAMANCA\","1","[1,2,3]"
"797","1051756.0","N","ES","H",69,168028.83,"02 - PARTICULARES","2012-08-14",0,35,1,1,"A","S","N","KFC","N","\BARCELONA\","1","[1,2,3]"
"798","1051757.0","N","ES","V",26,54645.15,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"A","S","N","KFC","N","\CADIZ\","1","[1,2,3]"
"799","1051758.0","N","ES","H",52,27585.3,"02 - PARTICULARES","2012-08-14",0,35,1,1,"A","S","N","KAT","N","\TOLEDO\","1","[1,2,3]"
"800","1051759.0","N","ES","V",52,27585.3,"02 - PARTICULARES","2014-07-09",0,35,1,1,"A","S","N","KAT","N","\TOLEDO\","1","[1,2,3]"
"801","1051761.0","N","ES","H",29,58055.91,"02 - PARTICULARES","2012-08-14",0,35,1,1,"I","S","N","KFC","N","\TOLEDO\","0","[1,2,3]"
"802","1051762.0","N","ES","V",45,635159.34,"02 - PARTICULARES","2012-08-14",0,35,1,1,"I","S","N","KFC","N","\BARCELONA\","0","[1,2,3]"
"803","1051763.0","N","ES","H",47,72082.14,"02 - PARTICULARES","2012-08-14",0,35,1,1,"A","S","N","KFC","N","\CORUÑA"," A\","1"
"806","1051765.0","N","ES","H",33,53604.78,"02 - PARTICULARES","2012-08-14",0,35,1,1,"A","S","N","KFC","N","\GRANADA\","1","[1,2,3]"
"808","1051769.0","N","ES","H",47,96174.66,"02 - PARTICULARES","2012-08-14",0,35,1,1,"A","S","N","KFC","N","\SEVILLA\","1","[1,2,3]"
"809","1051771.0","N","ES","V",24,172738.2,"02 - PARTICULARES","2012-08-14",0,35,1,1,"I","S","N","KFC","N","\MADRID\","0","[1,2,3]"
"810","1051772.0","N","ES","H",59,41098.47,"02 - PARTICULARES","2012-08-14",0,35,1,1,"I","S","N","KFC","N","\CORDOBA\","0","[1,2,3]"
"811","1051784.0","N","ES","H",38,63054.63,"02 - PARTICULARES","2012-08-14",0,35,1,1,"A","S","N","KFC","N","\HUELVA\","1","[1,2,3]"
"812","1051785.0","N","ES","V",43,63054.63,"02 - PARTICULARES","2014-10-28",0,35,1,1,"A","S","N","KFC","N","\HUELVA\","1","[1,2,3]"
"813","1051789.0","N","ES","V",46,72859.08,"02 - PARTICULARES","2012-08-14",0,35,1,1,"A","S","N","KAT","N","\SEVILLA\","1","[1,2,3]"
"814","1052022.0","N","ES","V",22,25708.98,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHD","N","\TOLEDO\","1","[1,2,3]"
"815","1052024.0","N","ES","H",10,58594.68,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","N","KFA","N","\MADRID\","1","[1,2,3]"
"816","1052025.0","N","ES","H",22,24381,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHD","N","\SALAMANCA\","0","[1,2,3]"
"817","1052325.0","N","ES","V",22,161055.72,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHE","N","\BARCELONA\","0","[1,2,3]"
"818","1052328.0","N","ES","H",22,68591.46,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHE","N","\BARCELONA\","1","[1,2,3]"
"819","1052329.0","N","ES","H",22,171354.9,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHE","N","\BARCELONA\","1","[1,2,3]"
"820","1052331.0","N","ES","V",22,121507.59,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHE","N","\BARCELONA\","1","[1,2,3]"
"821","1052336.0","N","ES","V",22,86176.89,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHE","N","\BADAJOZ\","0","[1,2,3]"
"822","1052339.0","N","ES","V",22,275829.48,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"I","S","N","KHD","N","\BARCELONA\","0","[1,2,3]"
"823","1052341.0","N","ES","H",25,18151.14,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"I","S","S","KHE","N","\ALICANTE\","0","[1,2,3]"
"824","1052342.0","N","ES","V",28,52773.87,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"A","S","N","KHE","N","\VALENCIA\","1","[1,2,3]"
"825","1052343.0","N","ES","V",22,54232.5,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"I","S","N","KHD","N","\HUESCA\","1","[1,2,3]"
"826","1052345.0","N","ES","H",35,34161.33,"02 - PARTICULARES","2012-08-17",0,35,1,1,"I","S","N","KHE","N","\ALICANTE\","0","[1,2,3]"
"827","1052346.0","N","ES","H",27,54230.04,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"I","S","N","KHE","N","\ALICANTE\","1","[1,2,3]"
"828","1052347.0","N","ES","V",22,42251.73,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"I","S","N","KHD","N","\CIUDAD REAL\","0","[1,2,3]"
"830","1052350.0","N","ES","V",22,78677.88,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"I","S","N","KHD","N","\CORDOBA\","0","[1,2,3]"
